"레벨","직업","부위","장비명","획득 보스","확률 설명"
"160","도적","귀걸이","160레벨 토벌자의 침묵귀걸이","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"160","도적","펜던트","160레벨 토벌자의 비밀부적","천공 심판자 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","도적","무기","170레벨 토벌자의 쌍검","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","도적","투구","170레벨 토벌자의 은신두건","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","도적","갑옷","170레벨 토벌자의 암살자재킷","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","도적","바지","170레벨 토벌자의 잠행바지","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","도적","장갑","170레벨 토벌자의 그림자장갑","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","도적","신발","170레벨 토벌자의 무음신발","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","도적","반지","170레벨 토벌자의 암호반지","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","도적","귀걸이","170레벨 토벌자의 침묵귀걸이","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"170","도적","펜던트","170레벨 토벌자의 비밀부적","시계 거인 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","도적","무기","180레벨 토벌자의 쌍검","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","도적","투구","180레벨 토벌자의 은신두건","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","도적","갑옷","180레벨 토벌자의 암살자재킷","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","도적","바지","180레벨 토벌자의 잠행바지","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","도적","장갑","180레벨 토벌자의 그림자장갑","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","도적","신발","180레벨 토벌자의 무음신발","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","도적","반지","180레벨 토벌자의 암호반지","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","도적","귀걸이","180레벨 토벌자의 침묵귀걸이","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"180","도적","펜던트","180레벨 토벌자의 비밀부적","균열의 군주 / 시간왕 크로노스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","도적","무기","190레벨 토벌자의 쌍검","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","도적","투구","190레벨 토벌자의 은신두건","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","도적","갑옷","190레벨 토벌자의 암살자재킷","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","도적","바지","190레벨 토벌자의 잠행바지","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","도적","장갑","190레벨 토벌자의 그림자장갑","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","도적","신발","190레벨 토벌자의 무음신발","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","도적","반지","190레벨 토벌자의 암호반지","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","도적","귀걸이","190레벨 토벌자의 침묵귀걸이","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"190","도적","펜던트","190레벨 토벌자의 비밀부적","심연 기사 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","도적","무기","200레벨 토벌자의 쌍검","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","도적","투구","200레벨 토벌자의 은신두건","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","도적","갑옷","200레벨 토벌자의 암살자재킷","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","도적","바지","200레벨 토벌자의 잠행바지","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","도적","장갑","200레벨 토벌자의 그림자장갑","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","도적","신발","200레벨 토벌자의 무음신발","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","도적","반지","200레벨 토벌자의 암호반지","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","도적","귀걸이","200레벨 토벌자의 침묵귀걸이","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"200","도적","펜던트","200레벨 토벌자의 비밀부적","공허 포식자 / 멸신왕 벨제리온","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","해적","무기","10레벨 토벌자의 휴대대포","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","해적","투구","10레벨 토벌자의 선장모자","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","해적","갑옷","10레벨 토벌자의 항해외투","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","해적","바지","10레벨 토벌자의 갑판바지","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","해적","장갑","10레벨 토벌자의 선원장갑","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","해적","신발","10레벨 토벌자의 항해장화","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","해적","반지","10레벨 토벌자의 닻반지","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","해적","귀걸이","10레벨 토벌자의 나침귀걸이","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"10","해적","펜던트","10레벨 토벌자의 해도목걸이","초목왕 모루 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","해적","무기","20레벨 토벌자의 휴대대포","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","해적","투구","20레벨 토벌자의 선장모자","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","해적","갑옷","20레벨 토벌자의 항해외투","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","해적","바지","20레벨 토벌자의 갑판바지","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","해적","장갑","20레벨 토벌자의 선원장갑","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","해적","신발","20레벨 토벌자의 항해장화","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","해적","반지","20레벨 토벌자의 닻반지","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","해적","귀걸이","20레벨 토벌자의 나침귀걸이","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"20","해적","펜던트","20레벨 토벌자의 해도목걸이","거목 수호자 / 들판의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","해적","무기","30레벨 토벌자의 휴대대포","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","해적","투구","30레벨 토벌자의 선장모자","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","해적","갑옷","30레벨 토벌자의 항해외투","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","해적","바지","30레벨 토벌자의 갑판바지","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","해적","장갑","30레벨 토벌자의 선원장갑","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","해적","신발","30레벨 토벌자의 항해장화","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","해적","반지","30레벨 토벌자의 닻반지","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","해적","귀걸이","30레벨 토벌자의 나침귀걸이","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"30","해적","펜던트","30레벨 토벌자의 해도목걸이","달그림자 루엔 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","해적","무기","40레벨 토벌자의 휴대대포","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","해적","투구","40레벨 토벌자의 선장모자","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","해적","갑옷","40레벨 토벌자의 항해외투","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","해적","바지","40레벨 토벌자의 갑판바지","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","해적","장갑","40레벨 토벌자의 선원장갑","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","해적","신발","40레벨 토벌자의 항해장화","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","해적","반지","40레벨 토벌자의 닻반지","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","해적","귀걸이","40레벨 토벌자의 나침귀걸이","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"40","해적","펜던트","40레벨 토벌자의 해도목걸이","고목왕 아르벨 / 월광 사슴왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","해적","무기","50레벨 토벌자의 휴대대포","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","해적","투구","50레벨 토벌자의 선장모자","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","해적","갑옷","50레벨 토벌자의 항해외투","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","해적","바지","50레벨 토벌자의 갑판바지","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","해적","장갑","50레벨 토벌자의 선원장갑","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","해적","신발","50레벨 토벌자의 항해장화","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","해적","반지","50레벨 토벌자의 닻반지","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","해적","귀걸이","50레벨 토벌자의 나침귀걸이","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"50","해적","펜던트","50레벨 토벌자의 해도목걸이","강철 거인 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","해적","무기","60레벨 토벌자의 휴대대포","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","해적","투구","60레벨 토벌자의 선장모자","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","해적","갑옷","60레벨 토벌자의 항해외투","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","해적","바지","60레벨 토벌자의 갑판바지","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","해적","장갑","60레벨 토벌자의 선원장갑","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","해적","신발","60레벨 토벌자의 항해장화","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","해적","반지","60레벨 토벌자의 닻반지","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","해적","귀걸이","60레벨 토벌자의 나침귀걸이","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"60","해적","펜던트","60레벨 토벌자의 해도목걸이","수정 포식자 / 광산왕 크로투스","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","해적","무기","70레벨 토벌자의 휴대대포","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","해적","투구","70레벨 토벌자의 선장모자","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","해적","갑옷","70레벨 토벌자의 항해외투","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","해적","바지","70레벨 토벌자의 갑판바지","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","해적","장갑","70레벨 토벌자의 선원장갑","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","해적","신발","70레벨 토벌자의 항해장화","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","해적","반지","70레벨 토벌자의 닻반지","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","해적","귀걸이","70레벨 토벌자의 나침귀걸이","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"70","해적","펜던트","70레벨 토벌자의 해도목걸이","화염 사냥개 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","해적","무기","80레벨 토벌자의 휴대대포","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","해적","투구","80레벨 토벌자의 선장모자","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","해적","갑옷","80레벨 토벌자의 항해외투","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","해적","바지","80레벨 토벌자의 갑판바지","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","해적","장갑","80레벨 토벌자의 선원장갑","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","해적","신발","80레벨 토벌자의 항해장화","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","해적","반지","80레벨 토벌자의 닻반지","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","해적","귀걸이","80레벨 토벌자의 나침귀걸이","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"80","해적","펜던트","80레벨 토벌자의 해도목걸이","용암 거신 / 재의 군주","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","해적","무기","90레벨 토벌자의 휴대대포","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","해적","투구","90레벨 토벌자의 선장모자","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","해적","갑옷","90레벨 토벌자의 항해외투","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","해적","바지","90레벨 토벌자의 갑판바지","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","해적","장갑","90레벨 토벌자의 선원장갑","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","해적","신발","90레벨 토벌자의 항해장화","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","해적","반지","90레벨 토벌자의 닻반지","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","해적","귀걸이","90레벨 토벌자의 나침귀걸이","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"90","해적","펜던트","90레벨 토벌자의 해도목걸이","유령 기사 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","해적","무기","100레벨 토벌자의 휴대대포","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","해적","투구","100레벨 토벌자의 선장모자","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","해적","갑옷","100레벨 토벌자의 항해외투","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","해적","바지","100레벨 토벌자의 갑판바지","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","해적","장갑","100레벨 토벌자의 선원장갑","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","해적","신발","100레벨 토벌자의 항해장화","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","해적","반지","100레벨 토벌자의 닻반지","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","해적","귀걸이","100레벨 토벌자의 나침귀걸이","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"100","해적","펜던트","100레벨 토벌자의 해도목걸이","망령 여왕 / 불멸의 왕","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","해적","무기","110레벨 토벌자의 휴대대포","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","해적","투구","110레벨 토벌자의 선장모자","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","해적","갑옷","110레벨 토벌자의 항해외투","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","해적","바지","110레벨 토벌자의 갑판바지","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","해적","장갑","110레벨 토벌자의 선원장갑","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","해적","신발","110레벨 토벌자의 항해장화","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","해적","반지","110레벨 토벌자의 닻반지","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","해적","귀걸이","110레벨 토벌자의 나침귀걸이","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"110","해적","펜던트","110레벨 토벌자의 해도목걸이","설원 포식자 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","해적","무기","120레벨 토벌자의 휴대대포","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","해적","투구","120레벨 토벌자의 선장모자","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","해적","갑옷","120레벨 토벌자의 항해외투","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","해적","바지","120레벨 토벌자의 갑판바지","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","해적","장갑","120레벨 토벌자의 선원장갑","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","해적","신발","120레벨 토벌자의 항해장화","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","해적","반지","120레벨 토벌자의 닻반지","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","해적","귀걸이","120레벨 토벌자의 나침귀걸이","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"120","해적","펜던트","120레벨 토벌자의 해도목걸이","빙결 마녀 / 빙룡 이스라","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","해적","무기","130레벨 토벌자의 휴대대포","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","해적","투구","130레벨 토벌자의 선장모자","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","해적","갑옷","130레벨 토벌자의 항해외투","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","해적","바지","130레벨 토벌자의 갑판바지","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","해적","장갑","130레벨 토벌자의 선원장갑","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","해적","신발","130레벨 토벌자의 항해장화","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","해적","반지","130레벨 토벌자의 닻반지","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","해적","귀걸이","130레벨 토벌자의 나침귀걸이","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"130","해적","펜던트","130레벨 토벌자의 해도목걸이","모래 군주 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","해적","무기","140레벨 토벌자의 휴대대포","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","해적","투구","140레벨 토벌자의 선장모자","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","해적","갑옷","140레벨 토벌자의 항해외투","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","해적","바지","140레벨 토벌자의 갑판바지","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","해적","장갑","140레벨 토벌자의 선원장갑","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","해적","신발","140레벨 토벌자의 항해장화","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","해적","반지","140레벨 토벌자의 닻반지","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","해적","귀걸이","140레벨 토벌자의 나침귀걸이","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"140","해적","펜던트","140레벨 토벌자의 해도목걸이","태양 수호자 / 사막왕 라칸","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","해적","무기","150레벨 토벌자의 휴대대포","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","해적","투구","150레벨 토벌자의 선장모자","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","해적","갑옷","150레벨 토벌자의 항해외투","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","해적","바지","150레벨 토벌자의 갑판바지","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","해적","장갑","150레벨 토벌자의 선원장갑","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
"150","해적","신발","150레벨 토벌자의 항해장화","타락한 사제 / 성역의 주인","일일 10%; 주간 25% × 레벨 50%; 직업 20%; 부위 1/9"
